Smiles,MolName,Enthalpy(Hartree)
CC(C)(C)C(C)(C)N,Frag_296,-331.558163
CC(C)(N)C(N)=O,Frag_297,-343.074620
CCC(C)(C)N,Frag_298,-252.976696
CC(N)(N)CN,Frag_299,-285.065536
CC(C)(N)N,Frag_300,-229.731391
C/N=C(\C)N,Frag_301,-228.536054
C=C(N)N(C)C,Frag_302,-267.803631
CC(=N)N(C)C,Frag_303,-267.818966
NC=C(N)N,Frag_304,-244.571599
C/N=C(/C)N,Frag_305,-228.537902
C/C(N)=C(\C)O,Frag_306,-287.698567
C=NC(=C)N,Frag_307,-227.310982
CN=C(N)N,Frag_308,-244.591521
C=C(C)C(=C)N,Frag_309,-250.561423
C/C(N)=N\N,Frag_310,-244.559014
CN(N)C=N,Frag_311,-244.542797
N/N=N\N,Frag_312,-221.273809
N/C=N\N,Frag_313,-205.264064
C=NN=N,Frag_314,-204.023235
C=CNN,Frag_315,-189.192187
CNC(C)O,Frag_316,-249.589021
NC(O)C(N)O,Frag_317,-340.862245
C=C(N)NC,Frag_318,-228.519793
NC(N)=C(N)N,Frag_319,-299.914825
N=CNN,Frag_320,-205.259082
C/N=C\N,Frag_321,-189.237165
C=NC(=N)N,Frag_322,-243.379064
CC(N)=C(N)N,Frag_323,-283.864233
N=C(N)C(=N)N,Frag_324,-298.741295
C=C(N)C(=C)N,Frag_325,-266.610846
C=NN(C)C,Frag_326,-228.486610
C=C(N)C=N,Frag_327,-227.315300
C/C=N\N,Frag_328,-189.210009
C=C(N)CC,Frag_329,-212.476449
CC(C)(N)CN,Frag_330,-269.015348
C/C=[N+](\C)[O-],Frag_331,-248.342869
C=C[N+](=C)[O-],Frag_332,-247.126357
CC(C)=CN,Frag_333,-212.477367
C=[N+](C)[O-],Frag_334,-209.048376
C=C(C)C(=C)O,Frag_335,-270.433975
C=CC(N)=O,Frag_336,-247.226422
C/C(N)=C(/C)N,Frag_337,-267.814133
N=C(N)NN,Frag_338,-260.608122
CNCN,Frag_339,-190.421452
C=CC(C)=N,Frag_340,-211.270525
C=C(C)[N+](=C)[O-],Frag_341,-286.422788
C=CC=N,Frag_342,-171.969958
C=C(O)N(C)C,Frag_343,-287.678236
NC(N)=C(N)O,Frag_344,-319.783539
CC(=N)C(C)(N)N,Frag_345,-323.162250
CCC(C)(N)N,Frag_346,-269.022551
CC(C)=NO,Frag_347,-248.362552
CCC(C)=N,Frag_348,-212.485106
CNC=N,Frag_349,-189.235343
CC(=N)N(C)O,Frag_350,-303.695349
C=CN(C)O,Frag_351,-248.334117
C/C(N)=[N+](\C)[O-],Frag_352,-303.698208
C=C(C)C(C)N,Frag_353,-251.760951
C=C(N)C(C)=N,Frag_354,-266.615500
C/N=C(\N)O,Frag_355,-264.471195
